广播,#genre#
周星驰,https://live.metshop.top/huya/11342412
成龙,http://1.94.31.214:35455/huya/11342386
成龙,https://p6-dy.byteimg.com/origin/pgc-image/bebfddceee5c40f495882785675174cf
科幻电影,http://fy27.zbds.top:55455/yy/1355065896
科幻电影,http://fy27.zbds.top:55455/yy/1354930209
金鹰卡通,http://nas.hssvm.com:8888/udp/225.1.2.236:5002
重温经典,http://cdn3.132.us.kg/live/cwjd/stream.m3u8
凤凰电影,http://home.js001.com:7777/stream/channelid/884059847?profile=pass
无线星河,https://www.mytvsuper.xyz/tvb/xinghe/stream.m3u8
星空卫视,http://quan2018.mycloudnas.com:51888/play/a016/index.m3u8
星空卫视,http://218.202.220.2:5000/nn_live.ts?id=STARTV
星空卫视,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
东森电影,http://50.7.234.10:8278/ettvmovie/playlist.m3u8?tid=MDED1943740419437404&ct=19225&tsum=120834a4218c4b5c3bb19efb8116f859
靖天电影,http://104.244.79.187:4994/proxy?url=http%3A//104.244.79.187%3A5050/litv/4gtv-4gtv061
龙华电影,http://37.27.111.214:8080/live/19/hls.m3u8
龙华电影,http://104.244.79.187:4994/proxy?url=http%3A//104.244.79.187%3A5050/litv/litv-longturn03
AMC电影,http://61.221.215.25:8800/hls/43/index.m3u8
AMC电影,http://104.244.79.187:5050/litv/4gtv-4gtv017
28岁电影,http://fy27.zbds.top:55455/douyu/8884164
3ABNKids,https://3abn.bozztv.com/3abn2/Kids_live/smil:Kids_live.smil/playlist.m3u8
3说电影,http://fy27.zbds.top:55455/douyu/9643264
77说电影,http://fy27.zbds.top:55455/douyu/9444320
8090电影一哥,http://fy27.zbds.top:55455/yy/29197808
CHC电影,http://220.249.114.102:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
FanpopTV,https://streaming-cl.sh1ny.space/memfs/e16d2f72-70b5-4bf5-b9c5-107b6390a10f.m3u8
HITs电影,http://37.27.111.214:8080/live/28/hls.m3u8
JapanimTV,https://foxkidstv.be:3369/stream/play.m3u8
KuriakosKids,https://w2.manasat.com/kkids/smil:kkids.smil/playlist.m3u8
XilamTV,https://xilam-animation-1-fr.samsung.wurl.tv/playlist.m3u8
七龙珠,http://dns.yiandrive.com:15907/huya/11601966
万州影视Not247,http://123.146.162.24:8013/tslslive/vWlnEzU/hls/live_sd.m3u8
万州影视文艺,http://wanzhoulive.cbg.cn:8017/d4ceB1a/1000/live.m3u8
三七电影V,http://fy27.zbds.top:55455/douyu/9457792
三国演义,http://1.94.31.214:35455/huya/11602081
上虞文化影视,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
丛林敢死队国内电影,http://fy27.zbds.top:55455/yy/1354936214
东倾电影,http://fy27.zbds.top:55455/douyu/8344251
东阳影视生活,http://l.cztvcloud.com/channels/lantian/SXdongyang1/720p.m3u8
丽姐说电影,http://fy27.zbds.top:55455/douyu/9437283
九叔说电影v,http://fy27.zbds.top:55455/douyu/9348282
九品芝麻官,https://alimov2.a.kwimgs.com/upic/2021/12/28/11/BMjAyMTEyMjgxMTIyMTJfNDAzMDAxOTlfNjM2NjgxODA5MTBfMF8z_b_B6a0bcfcdbdaac183fa7dcbcd3e11bcaf.mp4
九品芝麻官,https://txmov2.a.kwimgs.com/upic/2021/12/28/11/BMjAyMTEyMjgxMTIyMTJfNDAzMDAxOTlfNjM2NjgxODA5MTBfMF8z_bF_Bcc38a845b4b4994898062a76d3958bdc.mp4
二哈讲电影,http://fy27.zbds.top:55455/douyu/8778280
二胖影视,http://fy27.zbds.top:55455/douyu/10064260
享看电影,http://fy27.zbds.top:55455/douyu/8974130
亮剑,http://182.40.120.191/test-txdwk.flv.huya.com/src/1239543153972-1239543153972-11135015062081634304-2479086431400-10057-A-0-1.m3u8
人在囧途,https://vip.ffzy-play.com/20221018/1953_2d6ba500/index.m3u8
人在囧途,http://jsmov2.a.yximgs.com/bs3/video-hls/5239093847755471351_hlsb.m3u8
人在囧途之囧妈,https://vip.ffzy-online.com/20230122/54089_b5925cb9/index.m3u8
人在囧途之泰囧,https://vip.ffzy-play.com/20221018/1951_47e1adc8/index.m3u8
人在囧途之港囧,https://vip.ffzy-play7.com/20230112/11082_fde1a94d/index.m3u8
传奇之王影视剧,http://fy27.zbds.top:55455/yy/1354926735
伦帝电影说,http://fy27.zbds.top:55455/douyu/9368091
伯乐说电影V,http://fy27.zbds.top:55455/douyu/9386057
佛山影视,http://14.112.86.85:4022/udp/239.253.43.56:5146
佛山影视,http://125.89.163.44:8888/udp/239.253.43.56:5146
佛山影视,http://116.28.97.209:8888/udp/239.253.43.56:5146
佛曰影视,http://fy27.zbds.top:55455/douyu/9671758
使徒行者,http://1.94.31.214:35455/huya/23734256
倚天屠龙记,http://1.94.31.214:35455/huya/23734246
倚天屠龙记,http://1.94.31.214:35455/huya/11342403
倩女幽魂人间道,http://jsmov2.a.yximgs.com/bs3/video-hls/5250634317044855747_hlsb.m3u8
倩女幽魂妖魔道,http://jsmov2.a.yximgs.com/bs3/video-hls/5232901391302199073_hlsb.m3u8
倩女幽魂道道道,http://jsmov2.a.yximgs.com/bs3/video-hls/5216294367991385255_hlsb.m3u8
刑事侦缉档案,http://1.94.31.214:35455/huya/29465856
刘哔电影,http://fy27.zbds.top:55455/douyu/2632223
刘德华电影,http://1.94.31.214:35455/huya/11342424
刘老师说电影,http://fy27.zbds.top:55455/douyu/8317926
创世纪,http://1.94.31.214:35455/huya/29465852
前任电影,http://fy27.zbds.top:55455/douyu/9329242
功夫电影,http://1.94.31.214:35455/huya/11352941
动作港片电影,http://fy27.zbds.top:55455/yy/1461037999
动作电影,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226974/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EBow_B3ta32lPIHmLzLPzVQ%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
南宁影视娱乐,https://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8
南宁影视娱乐,http://hls.nntv.cn/nnlive/YSYL_244.m3u8
博然讲电影,http://fy27.zbds.top:55455/douyu/9561992
卧虎藏龙,https://vip.ffzy-play6.com/20221019/118_1367b8f6/index.m3u8
发条张的电影最TOP,http://fy27.zbds.top:55455/douyu/2164691
变形金刚,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_yqv/asset/zhengshi/3001/946/427/3001946427/media/3001946427_5081378899_56.mp4
古天乐电影,http://1.94.31.214:35455/huya/29982675
可乐影院,http://tc-tct.douyucdn2.cn/dyliveflv1a/20415rnWbjg6Ex1K_2000.flv?wsAuth=3b64dd17d293b133c58bda21e3147e5b&token=cpn-androidmpro-0-20415-b6774b3b3249db1768f0ac048c5ed218ac54e1f82b04b2bf&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
可乐撩电影,http://fy27.zbds.top:55455/douyu/9371552
叶尘说电影,http://fy27.zbds.top:55455/douyu/9252442
同同电影,http://fy27.zbds.top:55455/douyu/10155359
名侦探柯南,http://dns.yiandrive.com:15907/bilibili/1712960281
周墨看电影,http://fy27.zbds.top:55455/douyu/9505584
周星驰搞笑电影,http://fy27.zbds.top:55455/yy/38670875
周星驰电影,http://223.85.105.11/test-txdwk.flv.huya.com/src/1394575534-1394575534-5989656310331736064-2789274524-10057-A-0-1.m3u8
哆啦A梦,http://dns.yiandrive.com:15907/bilibili/14745943
哆啦A梦大雄与天空的理想乡,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/223/257/5105223257/media/5105223257_5206936022_56.mp4
哆啦A梦大雄与天空的理想乡普通话,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/223/351/5105223351/media/5105223351_5206941130_56.mp4
哈利影视,http://fy27.zbds.top:55455/douyu/8475821
哈利波特全集,http://liushizupu.site:35455/yy/1382745105
哈利波特全集,http://home.wwang.pw:35455/yy/1382745105
哈利波特凤凰会的密令,https://v1.fentvoss.com/sdv1/202308/19/kL6HzXQ7Xi2/video/index.m3u8
哈利波特死神的圣物,https://ikcdn01.ikzybf.com/20221105/DABRajDL/index.m3u8
哈利波特消失的密室,https://v1.fentvoss.com/sdv1/202308/19/7pizD2d5YN2/video/index.m3u8
哈利波特混血王子的背叛,https://v1.fentvoss.com/sdv1/202308/19/jZ4qXuUYMH2/video/index.m3u8
哈利波特火杯的考验,https://ikcdn01.ikzybf.com/20221210/qYaADoTA/index.m3u8
哈尔滨影视,https://stream.hrbtv.net/yspd/sd/live.m3u8
哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8
哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8?zheild
哏老师撩电影,http://fy27.zbds.top:55455/douyu/9991820
哥斯拉大战金刚2帝国崛起,https://api.heimuer.app/play/6f3edeb2885149e4b30f676e8a94ef3b.m3u8
哪咤之决战龙神,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_yqv/asset/zhengshi/5105/004/353/5105004353/media/5105004353_5033311414_56.mp4
唐司令说电影,http://fy27.zbds.top:55455/douyu/8774345
唐诡之西行,http://1.94.31.214:35455/huya/26355763
喜人电影,http://fy27.zbds.top:55455/douyu/10348735
喜剧电影笑不停,http://fy27.zbds.top:55455/douyu/10298856
喵妹说电影,http://fy27.zbds.top:55455/douyu/9312432
噬元兽影视,http://fy27.zbds.top:55455/douyu/8896723
四叶草影视,http://fy27.zbds.top:55455/douyu/9446117
四川影视文艺,http://wouu.net:9977/udp/239.93.0.166:5140
国产大片电影,http://fy27.zbds.top:55455/yy/1354926655
墨逗电影,http://fy27.zbds.top:55455/douyu/9614847
大壮撞电影,http://fy27.zbds.top:55455/douyu/9437349
大时代,http://1.94.31.214:35455/huya/23865161
大江大河2高分影视推荐,http://fy27.zbds.top:55455/yy/1382736797
大江大河高分影视推荐,http://fy27.zbds.top:55455/yy/1382736806
大秦赋,http://1.94.31.214:35455/huya/23903130
大米饭影视,http://fy27.zbds.top:55455/douyu/9824094
大荒电影,http://fy27.zbds.top:55455/douyu/3508538
大趴电影院,http://fy27.zbds.top:55455/douyu/8747638
天堂电影1895,http://fy27.zbds.top:55455/douyu/9573592
天龙八部,http://223.85.105.11/test-txdwk.flv.huya.com/src/1099531752675-1099531752675-86435783040303104-2199063628806-10057-A-0-1.m3u8
天龙八部,http://1.94.31.214:35455/huya/23903123
太空生命高分科幻电影开播,http://fy27.zbds.top:55455/yy/1382851586
奇怪电影,http://fy27.zbds.top:55455/douyu/9440966
女汉子说电影,http://fy27.zbds.top:55455/douyu/9395966
女神撩电影,http://fy27.zbds.top:55455/douyu/9439594
妙手仁心,http://1.94.31.214:35455/huya/29465853
宇哥讲电影,http://fy27.zbds.top:55455/douyu/2104744
安小闫说电影x,http://fy27.zbds.top:55455/douyu/1842621
安徽影视,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8
安徽影视,http://snapshot-live-ht.ahtv.cn/atvrtmp/143_q_live161829369249612.m3u8
安徽影视,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be.flv
安徽影视,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8?zanhd
家庭影院,http://221.222.162.206:8888/udp/239.3.1.93:4120
家庭影院,http://123.113.187.204:8000/udp/239.3.1.93:4120
家庭影院,http://111.196.135.75:8686/udp/239.3.1.93:4120
家庭影院,http://123.117.237.15:8680/udp/239.3.1.93:4120
家庭影院,http://114.252.238.87:8000/udp/239.3.1.93:4120
寒战,https://vip.ffzy-play6.com/20221019/157_bf0740ee/index.m3u8
寻秦记,http://1.94.31.214:35455/huya/29465848
小丽说电影,http://fy27.zbds.top:55455/douyu/9368016
小乔讲电影,http://fy27.zbds.top:55455/douyu/8413908
小儛电影嘚啵嘚,http://fy27.zbds.top:55455/douyu/8362978
小岛讲电影,http://fy27.zbds.top:55455/douyu/9390955
小浅说电影,http://fy27.zbds.top:55455/douyu/9665834
小涛讲电影V,http://fy27.zbds.top:55455/douyu/8415464
小超讲电影,http://fy27.zbds.top:55455/douyu/3432645
小马哥说电影,http://fy27.zbds.top:55455/douyu/9396672
少年看电影,http://fy27.zbds.top:55455/douyu/8762120
布丁玄幻电影正在直播,http://fy27.zbds.top:55455/yy/1455460998
幕撩电影,http://fy27.zbds.top:55455/douyu/9486015
年代经典电影,http://fy27.zbds.top:55455/yy/1356363810
广东影视,http://121.33.239.242:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
广州影视,http://116.28.97.209:8888/udp/239.253.43.73:5146
广州影视,http://qjrhc.jydjd.top:2911/udp/224.1.100.88:11111
广州影视,http://qjrhc.jydjd.top:2911/udp/224.1.100.87:11111
广州影视,https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=ec79a0d817981989c161f548c48c2954&txTime=1903e79e680
广州影视,http://dns.yiandrive.com:15907/gztv/yingshi
广州影视频道,http://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=1bd3a1082ab5b89f48c1bff9a3760da4&txTime=18d57929bd4
广州电视台影视频道,https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=2b09d952702fe2c67ddad695faa4c27c&txTime=191b5db5ed0
庆余年,http://1.94.31.214:35455/huya/11352960
康熙王朝,http://1.94.31.214:35455/huya/11352940
延禧攻略,http://223.85.105.11/test-txdwk.flv.huya.com/src/1099531840940-1099531840940-86814878328684544-2199063805336-10057-A-0-1.m3u8
异形寄生起源,https://api.heimuer.app/play/3e9be3a5080c46449dbc355c9cb8baec.m3u8
强森电影,http://1.94.31.214:35455/huya/21059581
彭禺厶鬼怪奇幻系列电影,http://fy27.zbds.top:55455/yy/1355249116
影视剧颜老师,http://fy27.zbds.top:55455/douyu/12191214
影视娱乐,https://ali-m-l.cztv.com/channels/lantian/channel005/720p.m3u8
影视娱乐,https://ali-m-l.cztv.com/channels/lantian/channel05/1080p.m3u8
影视娱乐,https://ali-m-l.cztv.com/channels/lantian/channel005/1080p.m3u8
影视娱乐,https://ali-m-l.cztv.com/channels/lantian/channel05/720p.m3u8
影视娱乐,http://ali-m-l.cztv.com/channels/lantian/channel05/1080p.m3u8
影视梗大叔,http://fy27.zbds.top:55455/douyu/9480648
影视集装箱,http://fy27.zbds.top:55455/douyu/8651489
微笑影视解说,http://fy27.zbds.top:55455/douyu/9476790
怪兽马提尼电影,http://fy27.zbds.top:55455/douyu/9075333
怪味爆米花电影,http://fy27.zbds.top:55455/douyu/9422144
总之看电影,http://fy27.zbds.top:55455/douyu/8978669
恐怖电影,http://fy27.zbds.top:55455/yy/24066336
我不是药神,https://vip.ffzy-play1.com/20221018/478_c3afed66/index.m3u8
我是吃泡面看电影,http://fy27.zbds.top:55455/douyu/8851063
扁豆看电影,http://fy27.zbds.top:55455/huya/16028551
扫黄先锋,http://1.94.31.214:35455/huya/29465855
拆弹专家1,https://vip.ffzy-online.com/20221015/719_80ff87c2/index.m3u8
拆弹专家2,https://vip.ffzy-online.com/20221015/722_e32c42bc/index.m3u8
指缝里看电影,http://fy27.zbds.top:55455/douyu/9647834
撩电影8,http://fy27.zbds.top:55455/douyu/9351043
敢死队精彩动作电影,http://fy27.zbds.top:55455/yy/1382735573
新三国,http://223.85.105.11/test-txdwk.flv.huya.com/src/1423787831-1423787831-6115122170587774976-2847699118-10057-A-0-1.m3u8
新昌休闲影视Not247,https://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
新水浒传,http://223.85.105.11/test-txdwk.flv.huya.com/src/1394565188-1394565188-5989611874600091648-2789253832-10057-A-0-1.m3u8
新疆石河子影视文体,http://124.88.144.73:1935/live/jjsh/playlist.m3u8
无间道1,https://vip.ffzy-play6.com/20221017/13_ddfc1740/index.m3u8
无间道2,https://alimov2.a.kwimgs.com/upic/2021/02/09/10/BMjAyMTAyMDkxMDQ0NThfNDAzMDAxOTlfNDM4NTkyODc0MjhfMF8z_b_Bce206fcc2f84121a4d887259d7c5100b.mp4
无间道3终极无间,https://vip.ffzy-play2.com/20221127/1567_f1965b4b/index.m3u8
无际电影,http://fy27.zbds.top:55455/douyu/9720498
旺安影视,http://fy27.zbds.top:55455/douyu/8223733
易说影视,http://fy27.zbds.top:55455/douyu/10859591
星光影视,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
星际穿越,https://api.heimuer.app/play/f9b471ddd1ee425bb3c64a24f82561be.m3u8
晓晓说电影,http://fy27.zbds.top:55455/douyu/9430717
晓麦讲电影,http://fy27.zbds.top:55455/douyu/453963
有部电影儿,http://fy27.zbds.top:55455/douyu/9736479
末日系列外国电影合集,http://fy27.zbds.top:55455/yy/1354889019
末日说电影,http://fy27.zbds.top:55455/douyu/9431125
李连杰电影,http://1.94.31.214:35455/huya/11342390
松轩说电影,http://fy27.zbds.top:55455/douyu/1524969
林九影视,http://fy27.zbds.top:55455/douyu/7212528
林正英电影,http://223.85.105.11/test-txdwk.flv.huya.com/src/1394575543-1394575543-5989656348986441728-2789274542-10057-A-0-1.m3u8
林正英经典玄幻电影,http://fy27.zbds.top:55455/yy/1462895099
梓帆说电影,http://fy27.zbds.top:55455/douyu/9769563
梦中的那片海,http://1.94.31.214:35455/huya/26355765
梦梦影视,http://fy27.zbds.top:55455/huya/25129377
楚哥说电影,http://fy27.zbds.top:55455/douyu/9375743
槽槽说电影,http://fy27.zbds.top:55455/douyu/752376
每日好电影V,http://fy27.zbds.top:55455/douyu/9533302
汪哥说电影,http://fy27.zbds.top:55455/douyu/9312685
沈腾电影,http://1.94.31.214:35455/huya/11601968
法政先锋,http://1.94.31.214:35455/huya/23863804
泡芙陪你看电影,http://fy27.zbds.top:55455/yy/24407222
泰州三套影视娱乐,http://stream1.mytaizhou.net/ysyl/playlist.m3u8?_upt=16dfe82d1725409426
洛克电影,http://fy27.zbds.top:55455/douyu/9414884
济南影视,http://221.0.78.198:1681/hls/10282/index.m3u8
济南影视,http://124.128.73.58:9901/tsfile/live/1005_1.m3u8
济南影视,http://124.128.73.58:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
浙江影视,https://ali-m-l.cztv.com/channels/lantian/channel005/1080p.m3u8?
浙江教科影视,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江教科影视,http://ali-m-l.cztv.com/channels/lantian/channel04/1080p.m3u8
浩贤说电影,http://fy27.zbds.top:55455/douyu/10535867
海绵宝宝,http://dns.yiandrive.com:15907/bilibili/27482796
涛浪浪电影,http://fy27.zbds.top:55455/douyu/5424258
淘电影,http://221.222.162.206:8888/udp/239.3.1.250:8001
淘电影,http://123.113.187.204:8000/udp/239.3.1.250:8001
淘电影,http://123.117.237.15:8680/udp/239.3.1.250:8001
淘电影,http://111.196.135.75:8686/udp/239.3.1.250:8001
淘电影,http://221.219.79.161:4000/udp/239.3.1.250:8001
港片鬼片老电影,http://fy27.zbds.top:55455/yy/1355269576
湖北影视,http://58.19.43.46:9901/tsfile/live/1016_1.m3u8
湖北影视,http://59.173.243.210:9901/tsfile/live/1000_1.m3u8
湖北影视,http://220.249.114.102:9901/tsfile/live/1010_1.m3u8
湖北影视,http://113.57.20.158:9901/tsfile/live/1016_1.m3u8
湖北影视,http://59.173.243.210:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
湖南电影,http://116.128.242.83:9901/tsfile/live/1009_1.m3u8
湖南电影,http://175.10.230.91:8081/tsfile/live/0019_1.m3u8
满城尽带黄金甲,https://vip.ffzy-play2.com/20221022/289_cc1b109c/index.m3u8
漫威电影神奇女侠,http://fy27.zbds.top:55455/yy/1354933556
潇湘电影,http://116.128.242.83:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
火龙果讲电影本人,http://fy27.zbds.top:55455/douyu/2039501
火龙果说电影,http://fy27.zbds.top:55455/douyu/9559158
烟台影视频道,http://live.yantaitv.cn/live/e9f1d9045d474c31884d13fa4ffbbd16/a4a9b3704d854756907845107cc56129-1.m3u8
烧脑悬疑电影,http://fy27.zbds.top:55455/yy/1382735571
熊猫电影,http://fy27.zbds.top:55455/douyu/3506483
爱情公寓,http://223.85.105.11/test-txdwk.flv.huya.com/src/1388474069-1388474069-5963450717699047424-2777071594-10057-A-0-1.m3u8
爱星影视,http://fy27.zbds.top:55455/douyu/9476806
牛叔说电影,http://fy27.zbds.top:55455/douyu/2758565
牛叔说电影二台,http://fy27.zbds.top:55455/douyu/10010651
特种兵之火凤凰,http://223.85.105.11/test-txdwk.flv.huya.com/src/1239543150714-1239543150714-11135001069078183936-2479086424884-10057-A-0-1.m3u8
特辑电影院,http://fy27.zbds.top:55455/douyu/3637778
狄仁杰之天宫蜃楼,https://v9.tlkqc.com/wjv9/202408/06/p7712pXCuV81/video/index.m3u8
狗毛电影,http://fy27.zbds.top:55455/douyu/9356637
独立鱼电影,http://fy27.zbds.top:55455/douyu/2413555
猫叔说电影,http://fy27.zbds.top:55455/douyu/9820039
猫和老鼠,http://dns.yiandrive.com:15907/huya/11352879
猫眼电影,http://fy27.zbds.top:55455/douyu/8726221
王坑坑聊电影,http://fy27.zbds.top:55455/douyu/9402110
王晶电影,http://1.94.31.214:35455/huya/11602058
玖月影视,http://fy27.zbds.top:55455/douyu/9339251
玫瑰的故事,http://1.94.31.214:35455/huya/23865142
珍珠港电影,http://fy27.zbds.top:55455/yy/1354936234
珞珞说电影,http://fy27.zbds.top:55455/douyu/3718888
琅琊榜,http://zby.xjqxz.top/lyb/live.m3u8
甄子丹电影,http://1.94.31.214:35455/huya/11352935
电影,http://fy27.zbds.top:55455/yy/37454459
电影七十二变,http://fy27.zbds.top:55455/douyu/9323164
电影九龙秘藏,https://ukzyvod3.ukubf5.com/20230615/f62WRA4Q/index.m3u8
电影先锋V,http://fy27.zbds.top:55455/douyu/8711212
电影冷知识,http://fy27.zbds.top:55455/douyu/9660835
电影刘油果,http://fy27.zbds.top:55455/douyu/3985805
电影医者来时路,https://cdn12.yzzy-tv-cdn.com/20230220/19780_22a40f1d/index.m3u8
电影变形金刚,https://live.metshop.top/huya/21059596
电影吐槽汇,http://fy27.zbds.top:55455/douyu/9447668
电影喜剧专场,https://live.metshop.top/huya/11602044
电影大卫贝肯倒霉特工熊,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/87f87ba569c147e3805f80e4844d2de9/1200.m3u8
电影大海怪,https://ukzyvod3.ukubf5.com/20230416/SMQI1Hjn/index.m3u8
电影小班长,http://fy27.zbds.top:55455/douyu/549693
电影山村旅店,https://ukzyvod3.ukubf5.com/20230528/AFk3qX8j/index.m3u8
电影幕后喵,http://fy27.zbds.top:55455/douyu/8884074
电影推荐,https://live.metshop.top/huya/11602041
电影搞笑喜剧,https://live.metshop.top/huya/11342423
电影昆仑境,https://cdn15.yzzy-tv-cdn.com/20230610/15317_9ea0d662/index.m3u8
电影昆塔反转星球,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3ccdecc7d6e341c1920ad4eac5d82f38/1200.m3u8
电影曼谷风云,https://cdn16.yzzy-tv-cdn.com/20230620/10364_a7afa251/index.m3u8
电影棉花糖和云朵妈妈,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d8ad434c6b08421a927557a4d98da65c/1200.m3u8
电影流浪地球2,https://cdn10.yzzy-tv-cdn.com/20230124/23895_527527bc/index.m3u8
电影漩涡,http://fy27.zbds.top:55455/douyu/8706350
电影热血,https://live.metshop.top/huya/11352934
电影熊出没变形记,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1733da751de64e6e910abda889d87a26/1200.m3u8
电影猪猪侠英雄猪少年,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/0f03b08bc7b042358144617000fd2931/1200.m3u8
电影电影电影电影电影电影,http://fy27.zbds.top:55455/yy/1351496216
电影笔记,http://fy27.zbds.top:55455/douyu/9636034
电影绝色狂花之龙迹神宫,https://cdn16.yzzy-tv-cdn.com/20230510/4888_37a72eb5/index.m3u8
电影蜘蛛侠,https://live.metshop.top/huya/21059599
电影辣警狂花第1部,https://cdn13.yzzy-tv-cdn.com/20230322/18321_a967b574/index.m3u8
电影辣警狂花第2部,https://cdn15.yzzy-tv-cdn.com/20230326/4049_1b286d2c/index.m3u8
电影辣警狂花第3部,https://cdn15.yzzy-tv-cdn.com/20230329/4852_2724c586/index.m3u8
电影顶级动作电影,http://fy27.zbds.top:55455/yy/24923327
电影黄飞鸿燃爆武侠魂,http://fy27.zbds.top:55455/yy/1382736841
电影黑匣子,http://fy27.zbds.top:55455/douyu/8706652
直播熊猫,https://gcwbndali.v.myalicdn.com/gcwbnd/ipanda1000_2/index.m3u8
看电影了没V,http://fy27.zbds.top:55455/douyu/9562616
神乐影剧,http://tc-tct.douyucdn2.cn/dyliveflv1/122402rK7MO9bXSq_2000.flv?wsAuth=8cea39337984fd3341cc9ec569502e4f&token=cpn-androidmpro-0-122402-0fcea45d2300cfa0ac75fafd8679bb53af10de8c33ae99d9&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=p
神探狄仁杰第一部,http://223.85.105.11/test-txdwk.flv.huya.com/src/1423787855-1423787855-6115122273666990080-2847699166-10057-A-0-1.m3u8
神探狄仁杰第三部,http://223.85.105.11/test-txdwk.flv.huya.com/src/1394575548-1394575548-5989656370461278208-2789274552-10057-A-0-1.m3u8
神羊说电影,http://fy27.zbds.top:55455/douyu/9443552
神雕侠侣,http://1.94.31.214:35455/huya/11352964
神雕侠侣,http://1.94.31.214:35455/huya/23865171
童乐说电影,http://fy27.zbds.top:55455/douyu/9660704
笑傲江湖,http://1.94.31.214:35455/huya/26355790
笑看风云,http://1.94.31.214:35455/huya/29465858
粟裕大将影视,http://fy27.zbds.top:55455/yy/1354926542
粤语电影丶,http://fy27.zbds.top:55455/douyu/1226741
精彩动作电影,http://fy27.zbds.top:55455/yy/1382736823
精彩动作电影享不停,http://fy27.zbds.top:55455/yy/1382736809
精彩玄幻电影,http://fy27.zbds.top:55455/yy/1382688400
绍兴文化影视,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
经典电影,http://183.66.15.146:60901/tsfile/live/0111_2.m3u8
经典电影,http://120.238.94.10:9901/tsfile/live/1040_1.m3u8
经典电影,http://wouu.net:9977/udp/239.93.0.57:9024
经典电影,http://111.196.135.75:8686/udp/239.3.1.195:9024
经典电影,http://114.252.238.87:8000/udp/239.3.1.195:9024
经典电影重温,http://fy27.zbds.top:55455/yy/1382793140
绝地战警生死与共,https://v3.tlkqc.com/wjv3/202406/12/gFunRiZvHb75/video/index.m3u8
绝版电影港片女鬼,http://fy27.zbds.top:55455/yy/1461579859
绝版电影港片女鬼,http://fy27.zbds.top:55455/yy/1455988450
维立方电影,http://fy27.zbds.top:55455/douyu/8706393
老王的夜电影院,http://fy27.zbds.top:55455/douyu/3498219
老电影故事,http://fy27.zbds.top:55455/douyu/9167273
老邪说电影,http://fy27.zbds.top:55455/douyu/9222870
胶片看电影,http://fy27.zbds.top:55455/douyu/3715426
腹黑电影,http://fy27.zbds.top:55455/douyu/8867878
莱纳电影,http://fy27.zbds.top:55455/douyu/9356937
菠萝说电影,http://fy27.zbds.top:55455/douyu/3714736
蜡笔小新,http://dns.yiandrive.com:15907/bilibili/30837590
西施撩电影,http://fy27.zbds.top:55455/douyu/7532080
西游记,http://1.94.31.214:35455/huya/26355861
解说乌贼说电影,https://live.metshop.top/huya/16604522
